Press Release Identifier,Headline,Subhead,Date,url,Press Release,Year
2021 | Entry No. 240,Attorney General Ellison joins $573M multistate settlement with McKinsey & Company,Resolves claims against consulting firm for its role in ‘turbocharging’ opioid epidemic with Purdue Pharma; Minnesota to receive $8M for abatement in first opioid settlement to result in substantial payment; McKinsey also required to make documents public,4-Feb-21,https://www.ag.state.mn.us/Office/Communications/2021/02/04_McKinsey.asp,https://www.ag.state.mn.us/Office/Communications/2021/02/04_McKinsey.asp,2021
2021 | Entry No. 241,Attorney General Ellison sues another landlord for illegally forcing tenant to vacate during COVID-19 pandemic,"Files enforcement action against Dakota County landlord who forced her tenants out of their home so that she could sell it, in violation of Executive Order 20-79",17-Feb-21,https://www.ag.state.mn.us/Office/Communications/2021/02/17_Wentzlaff.asp,https://www.ag.state.mn.us/Office/Communications/2021/02/17_Wentzlaff.asp,2021
2021 | Entry No. 242,Attorney General Ellison calls for cancellation of federal student-loan debt,Joins multistate coalition in support of congressional resolutions calling for the cancellation of up to $50K in debt per student borrower - 775K Minnesotans carrying average $37.5K in student-loan debt; Minnesota graduates’ average debt load 11th-highest in country,19-Feb-21,https://www.ag.state.mn.us/Office/Communications/2021/02/19_StudentLoanDebt.asp,https://www.ag.state.mn.us/Office/Communications/2021/02/19_StudentLoanDebt.asp,2021
2021 | Entry No. 243,Pohlad Family Foundation to fund recommendations for reducing police-involved deadly-force encounters,"One year after release of recommendations, working group co-led by AG and DPS commissioner meets again to review progress, investments",25-Feb-21,https://www.ag.state.mn.us/Office/Communications/2021/02/25_PohlandFamilyFoundation.asp,https://www.ag.state.mn.us/Office/Communications/2021/02/25_PohlandFamilyFoundation.asp,2021
2021 | Entry No. 244,AG Ellison: 3rd-degree murder charge ‘reflects the gravity of the allegations’ against Chauvin,Minnesota Attorney General Keith Ellison issued the following statement in response to today’s Minnesota Court of Appeals ruling that the district court erred in not granting the State’s motion to reinstate the charge of 3rd-degree murder against Derek Chauvin in the death of George Floyd,5-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/05_Chauvin.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/05_Chauvin.asp,2021
2021 | Entry No. 245,Attorney General Ellison settles with gym that violated executive orders,"Plainview Wellness Center will pay State $5,000, fully comply with executive orders",8-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/08_PlainviewWellness.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/08_PlainviewWellness.asp,2021
2021 | Entry No. 246,State files motion to ensure district court has jurisdiction to hear Derek Chauvin’s trial,Comes in wake of district court’s intention to move forward with jury selection despite Chauvin’s decision to appeal ruling from last Friday,8-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/08_Chauvin.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/08_Chauvin.asp,2021
2021 | Entry No. 247,Attorney General Ellison resolves lawsuit with Hookah Bar that violated executive orders,"The Hookah Hideout will pay State $4,000, fully comply with executive orders",10-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/10_HookahHideout.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/10_HookahHideout.asp,2021
2021 | Entry No. 248,Attorney General Keith Ellison announces multistate settlement with American Medical Collection Agency over 2019 data breach,No description available.,11-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/11_AMCA.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/11_AMCA.asp,2021
2021 | Entry No. 249,Court reinstates 3rd-degree murder charge against Derek Chauvin,Comes in wake of March 5 Court of Appeals ruling and Supreme Court denial yesterday of Chauvin’s petition to review Court of Appeals ruling,11-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/11_Chauvin.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/11_Chauvin.asp,2021
2021 | Entry No. 250,"‘Turn of the dial is good news, but we cannot let our guard down’: AG Ellison on new executive order",No description available.,12-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/12_EO21-11.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/12_EO21-11.asp,2021
2021 | Entry No. 251,"“No one should have to choose between affording their lives and affording to live”: AG Ellison, Governor Walz celebrate dismissal of challenge to Alec Smith Insulin Affordability Act",No description available.,15-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/15_InsulinAffordabilityAct.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/15_InsulinAffordabilityAct.asp,2021
2021 | Entry No. 252,Attorney General Ellison wins full financial relief for former MSB/Globe University students as part of tentative deal reached with schools’ owners and Department of Education,"$23.1 million in debt to be forgiven for 920 students, $15.6 million in additional compensation to be paid for students defrauded by schools’ ‘criminal justice’ program",16-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/16_MSBGlobe.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/16_MSBGlobe.asp,2021
2021 | Entry No. 253,Attorney General Ellison ‘disappointed’ in Purdue bankruptcy plan,"“I am disappointed in this plan. While it contains improvements over the proposal that Purdue announced and we rejected in September 2019, it falls short of the accountability that families and survivors deserve.”",16-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/16_Purdue.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/16_Purdue.asp,2021
2021 | Entry No. 254,Attorney General Ellison enforcement of Tobacco Settlement wins $81 million for State,R.J. Reynolds Tobacco Company and ITG Brands to pay $81 million in back settlement payments; State to collect $10 million or more annually in future payments,17-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/17_TobaccoSettlement.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/17_TobaccoSettlement.asp,2021
2021 | Entry No. 255,Attorney General Keith Ellison joins nationwide task force on pharmaceutical mergers,Lowering cost of prescription drugs and ensuring fair marketplace among AG Ellison’s top priorities; new task force meets recommendation of AG’s report on report on drug prices,18-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/18_Taskforce.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/18_Taskforce.asp,2021
2021 | Entry No. 256,AG Ellison: ‘State has been and is ready to proceed to trial on schedule’,"Twelve jurors selected week ahead of schedule, all screened for impartiality; State looks forward to presenting case ‘to a fair and impartial jury in Hennepin County’",19-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/19_Chauvin.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/19_Chauvin.asp,2021
2021 | Entry No. 257,AG Ellison: ‘Long past time to protect Minnesotans from emergency profiteering’,"Applauds House passage of HF844 banning price-gouging in emergencies, urges passage in Senate; bill gives enforcement authority to Attorney General’s Office",22-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/22_HF844.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/22_HF844.asp,2021
2021 | Entry No. 258,Attorney General Ellison announces nearly $190 million multistate settlement with Boston Scientific,"Holds Boston Scientific accountable for misrepresenting risks of its surgical mesh devices, in second settlement of its kind; company to pay Minnesota more than $3.3 million, agrees to significant reforms",23-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/23_BostonScientific.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/23_BostonScientific.asp,2021
2021 | Entry No. 259,AG Ellison applauds end of lawsuit challenging Trump administration’s food-assistance cuts; urges Congress to expand the program,"Biden Administration agrees to dismiss appeal of decision that Trump SNAP rule was arbitrary, poorly reasoned, and contrary to Congress’s intent",24-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/24_FoodAssistance.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/24_FoodAssistance.asp,2021
2021 | Entry No. 260,"Attorney General Ellison sues company for posing as charity helping servicemembers, funneling donations to owner",Alleges Jacob Choinski used Contributing 2 Combatants to solicit donations from Minnesotans door to door while posing as a charity — and kept every dollar to line his own pockets,25-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/25_Contributing2Combatants.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/25_Contributing2Combatants.asp,2021
2021 | Entry No. 261,Attorney General Ellison: ‘Climate damage and deception lawsuit filed in state court belongs in state court’,Hails federal court decision to send lawsuit against ExxonMobil and others back to state court; court calls State’s suit a ‘well-pleaded consumer protection action’ and defendants’ attacks ‘a caricature’,31-Mar-21,https://www.ag.state.mn.us/Office/Communications/2021/03/31_ExxonKochAPI.asp,https://www.ag.state.mn.us/Office/Communications/2021/03/31_ExxonKochAPI.asp,2021
2021 | Entry No. 262,Attorney General Ellison fights sales of fake vaccination cards,"Joins bipartisan group of 45 AGs in asking Twitter, eBay, Shopify to act immediately to stop sales of fraudulent CDC vaccination cards",1-Apr-21,https://www.ag.state.mn.us/Office/Communications/2021/04/01_FakeVaccinationCards.asp,https://www.ag.state.mn.us/Office/Communications/2021/04/01_FakeVaccinationCards.asp,2021
2021 | Entry No. 263,Attorney General Ellison continues defense of student-loan borrowers,Seeks loan cancellation and payment refunds for defrauded ITT students; calls on U.S. Sec. of Education to address broader student-debt crisis,1-Apr-21,https://www.ag.state.mn.us/Office/Communications/2021/04/01_ITT.asp,https://www.ag.state.mn.us/Office/Communications/2021/04/01_ITT.asp,2021
2021 | Entry No. 264,Attorney General Ellison holds assisted-living facility accountable for breaking promise to residents,Edina assisted-living facility advertised monthly “Wellness Visits” that it didn’t provide; will pay $10K penalty and resumes providing services,2-Apr-21,https://www.ag.state.mn.us/Office/Communications/2021/04/02_Yorkshire.asp,https://www.ag.state.mn.us/Office/Communications/2021/04/02_Yorkshire.asp,2021
2021 | Entry No. 265,Attorney General Ellison shuts down fraudulent student-loan debt-settlement company in Minnesota,California-based company offering fraudulent ‘forgiveness’ scheme will pay State more than $18K to refund Minnesota customers,13-Apr-21,https://www.ag.state.mn.us/Office/Communications/2021/04/13_CapitalStudentLoanCenter.asp,https://www.ag.state.mn.us/Office/Communications/2021/04/13_CapitalStudentLoanCenter.asp,2021
2021 | Entry No. 266,Walter Mondale was ‘the original People’s Lawyer’,AG Ellison statement on the passing of Vice President Walter Mondale,19-Apr-21,https://www.ag.state.mn.us/Office/Communications/2021/04/19_WalterMondale.asp,https://www.ag.state.mn.us/Office/Communications/2021/04/19_WalterMondale.asp,2021
